Days since 1/3/23,Company,Value
176.0,4.0,67.239998
177.0,1.0,26.969627
177.0,2.0,118.747231
177.0,3.0,63.959999
177.0,4.0,67.239998
178.0,1.0,26.969627
178.0,2.0,118.747231
178.0,3.0,63.959999
178.0,4.0,67.239998
179.0,1.0,26.969627
179.0,2.0,118.747231
179.0,3.0,63.959999
179.0,4.0,67.239998
180.0,1.0,26.969627
180.0,2.0,118.747231
180.0,3.0,63.959999
180.0,4.0,67.239998
181.0,1.0,26.969627
181.0,2.0,118.747231
181.0,3.0,63.959999
181.0,4.0,67.239998
182.0,1.0,26.969627
182.0,2.0,118.747231
182.0,3.0,63.959999
182.0,4.0,67.239998
183.0,1.0,26.969627
183.0,2.0,118.747231
183.0,3.0,63.959999
183.0,4.0,67.239998
184.0,1.0,26.969627
184.0,2.0,118.747231
184.0,3.0,63.959999
184.0,4.0,67.239998
185.0,1.0,26.969627
185.0,2.0,118.747231
185.0,3.0,63.959999
185.0,4.0,67.239998
186.0,1.0,26.969627
186.0,2.0,118.747231
186.0,3.0,63.959999
186.0,4.0,67.239998
187.0,1.0,26.969627
187.0,2.0,118.747231
187.0,3.0,63.959999
187.0,4.0,67.239998
188.0,1.0,26.969627
188.0,2.0,118.747231
188.0,3.0,63.959999
188.0,4.0,67.239998
189.0,1.0,26.969627
189.0,2.0,118.747231
189.0,3.0,63.959999
189.0,4.0,67.239998
190.0,1.0,26.969627
190.0,2.0,118.747231
190.0,3.0,63.959999
190.0,4.0,67.239998
191.0,1.0,26.969627
191.0,2.0,118.747231
191.0,3.0,63.959999
191.0,4.0,67.239998
192.0,1.0,26.969627
192.0,2.0,118.747231
192.0,3.0,63.959999
192.0,4.0,67.239998
193.0,1.0,26.969627
193.0,2.0,118.747231
193.0,3.0,63.959999
193.0,4.0,67.239998
194.0,1.0,26.969627
194.0,2.0,118.747231
194.0,3.0,63.959999
194.0,4.0,67.239998
195.0,1.0,26.969627
195.0,2.0,118.747231
195.0,3.0,63.959999
195.0,4.0,67.239998
196.0,1.0,26.969627
196.0,2.0,118.747231
196.0,3.0,63.959999
196.0,4.0,67.239998
197.0,1.0,26.969627
197.0,2.0,118.747231
197.0,3.0,63.959999
197.0,4.0,67.239998
198.0,1.0,26.969627
198.0,2.0,118.747231
198.0,3.0,63.959999
198.0,4.0,67.239998
199.0,1.0,26.969627
199.0,2.0,118.747231
199.0,3.0,63.959999
199.0,4.0,67.239998
200.0,1.0,26.969627
200.0,2.0,118.747231
200.0,3.0,63.959999
200.0,4.0,67.239998
201.0,1.0,26.969627
201.0,2.0,118.747231
201.0,3.0,63.959999
201.0,4.0,67.239998
202.0,1.0,26.969627
202.0,2.0,118.747231
202.0,3.0,63.959999
202.0,4.0,67.239998
203.0,1.0,26.969627
203.0,2.0,118.747231
203.0,3.0,63.959999
203.0,4.0,67.239998
204.0,1.0,26.969627
204.0,2.0,118.747231
204.0,3.0,63.959999
204.0,4.0,67.239998
205.0,1.0,26.969627
205.0,2.0,118.747231
205.0,3.0,63.959999
205.0,4.0,67.239998
206.0,1.0,26.969627
206.0,2.0,118.747231
206.0,3.0,63.959999
206.0,4.0,67.239998
207.0,1.0,26.969627
207.0,2.0,118.747231
207.0,3.0,63.959999
207.0,4.0,67.239998
208.0,1.0,26.969627
208.0,2.0,118.747231
208.0,3.0,63.959999
208.0,4.0,67.239998
209.0,1.0,26.969627
209.0,2.0,118.747231
209.0,3.0,63.959999
209.0,4.0,67.239998
210.0,1.0,26.969627
210.0,2.0,118.747231
210.0,3.0,63.959999
210.0,4.0,67.239998
211.0,1.0,26.969627
211.0,2.0,118.747231
211.0,3.0,63.959999
211.0,4.0,67.239998
212.0,1.0,26.969627
212.0,2.0,118.747231
212.0,3.0,63.959999
212.0,4.0,67.239998
213.0,1.0,26.969627
213.0,2.0,118.747231
213.0,3.0,63.959999
213.0,4.0,67.239998
214.0,1.0,26.969627
214.0,2.0,118.747231
214.0,3.0,63.959999
214.0,4.0,67.239998
215.0,1.0,26.969627
215.0,2.0,118.747231
215.0,3.0,63.959999
215.0,4.0,67.239998
216.0,1.0,26.969627
216.0,2.0,118.747231
216.0,3.0,63.959999
216.0,4.0,67.239998
217.0,1.0,26.969627
217.0,2.0,118.747231
217.0,3.0,63.959999
217.0,4.0,67.239998
218.0,1.0,26.969627
218.0,2.0,118.747231
218.0,3.0,63.959999
218.0,4.0,67.239998
219.0,1.0,26.969627
219.0,2.0,118.747231
219.0,3.0,63.959999
219.0,4.0,67.239998
220.0,1.0,26.969627
220.0,2.0,118.747231
220.0,3.0,63.959999
220.0,4.0,67.239998
221.0,1.0,26.969627
221.0,2.0,118.747231
221.0,3.0,63.959999
221.0,4.0,67.239998
222.0,1.0,26.969627
222.0,2.0,118.747231
222.0,3.0,63.959999
222.0,4.0,67.239998
223.0,1.0,26.969627
223.0,2.0,118.747231
223.0,3.0,63.959999
223.0,4.0,67.239998
224.0,1.0,26.969627
224.0,2.0,118.747231
224.0,3.0,63.959999
224.0,4.0,67.239998
225.0,1.0,26.969627
225.0,2.0,118.747231
225.0,3.0,63.959999
225.0,4.0,67.239998
226.0,1.0,26.969627
226.0,2.0,118.747231
226.0,3.0,63.959999
226.0,4.0,67.239998
227.0,1.0,26.969627
227.0,2.0,118.747231
227.0,3.0,63.959999
227.0,4.0,67.239998
228.0,1.0,26.969627
228.0,2.0,118.747231
228.0,3.0,63.959999
228.0,4.0,67.239998
229.0,1.0,26.969627
229.0,2.0,118.747231
229.0,3.0,63.959999
229.0,4.0,67.239998
230.0,1.0,26.969627
230.0,2.0,118.747231
230.0,3.0,63.959999
230.0,4.0,67.239998
231.0,1.0,26.969627
231.0,2.0,118.747231
231.0,3.0,63.959999
231.0,4.0,67.239998
232.0,1.0,26.969627
232.0,2.0,118.747231
232.0,3.0,63.959999
232.0,4.0,67.239998
233.0,1.0,26.969627
233.0,2.0,118.747231
233.0,3.0,63.959999
233.0,4.0,67.239998
234.0,1.0,26.969627
234.0,2.0,118.747231
234.0,3.0,63.959999
234.0,4.0,67.239998
235.0,1.0,26.969627
235.0,2.0,118.747231
235.0,3.0,63.959999
235.0,4.0,67.239998
236.0,1.0,26.969627
236.0,2.0,118.747231
236.0,3.0,63.959999
236.0,4.0,67.239998
237.0,1.0,26.969627
237.0,2.0,118.747231
237.0,3.0,63.959999
237.0,4.0,67.239998
238.0,1.0,26.969627
238.0,2.0,118.747231
238.0,3.0,63.959999
238.0,4.0,67.239998
239.0,1.0,26.969627
239.0,2.0,118.747231
239.0,3.0,63.959999
239.0,4.0,67.239998
240.0,1.0,26.969627
240.0,2.0,118.747231
240.0,3.0,63.959999
240.0,4.0,67.239998
241.0,1.0,26.969627
241.0,2.0,118.747231
241.0,3.0,63.959999
241.0,4.0,67.239998
242.0,1.0,26.969627
242.0,2.0,118.747231
242.0,3.0,63.959999
242.0,4.0,67.239998
243.0,1.0,26.969627
243.0,2.0,118.747231
243.0,3.0,63.959999
243.0,4.0,67.239998
244.0,1.0,26.969627
244.0,2.0,118.747231
244.0,3.0,63.959999
244.0,4.0,67.239998
245.0,1.0,26.969627
245.0,2.0,118.747231
245.0,3.0,63.959999
245.0,4.0,67.239998
246.0,1.0,26.969627
246.0,2.0,118.747231
246.0,3.0,63.959999
246.0,4.0,67.239998
247.0,1.0,26.969627
247.0,2.0,118.747231
247.0,3.0,63.959999
247.0,4.0,67.239998
248.0,1.0,26.969627
248.0,2.0,118.747231
248.0,3.0,63.959999
248.0,4.0,67.239998
249.0,1.0,26.969627
249.0,2.0,118.747231
249.0,3.0,63.959999
249.0,4.0,67.239998
250.0,1.0,26.969627
250.0,2.0,118.747231
250.0,3.0,63.959999
250.0,4.0,67.239998
