Days since 1/3/23,Company,Value
115.0,3.0,64.300003
115.0,4.0,275.5
116.0,1.0,27.92
116.0,2.0,124.0
116.0,3.0,64.300003
116.0,4.0,275.5
117.0,1.0,27.92
117.0,2.0,124.0
117.0,3.0,64.300003
117.0,4.0,275.5
118.0,1.0,27.92
118.0,2.0,124.0
118.0,3.0,64.300003
118.0,4.0,275.5
119.0,1.0,27.92
119.0,2.0,124.0
119.0,3.0,64.300003
119.0,4.0,275.5
120.0,1.0,27.92
120.0,2.0,124.0
120.0,3.0,64.300003
120.0,4.0,275.5
121.0,1.0,27.92
121.0,2.0,124.0
121.0,3.0,64.300003
121.0,4.0,275.5
122.0,1.0,27.92
122.0,2.0,124.0
122.0,3.0,64.300003
122.0,4.0,275.5
123.0,1.0,27.92
123.0,2.0,124.0
123.0,3.0,64.300003
123.0,4.0,275.5
124.0,1.0,27.92
124.0,2.0,124.0
124.0,3.0,64.300003
124.0,4.0,275.5
125.0,1.0,27.92
125.0,2.0,124.0
125.0,3.0,64.300003
125.0,4.0,275.5
126.0,1.0,27.92
126.0,2.0,124.0
126.0,3.0,64.300003
126.0,4.0,275.5
127.0,1.0,27.92
127.0,2.0,124.0
127.0,3.0,64.300003
127.0,4.0,275.5
128.0,1.0,27.92
128.0,2.0,124.0
128.0,3.0,64.300003
128.0,4.0,275.5
129.0,1.0,27.92
129.0,2.0,124.0
129.0,3.0,64.300003
129.0,4.0,275.5
130.0,1.0,27.92
130.0,2.0,124.0
130.0,3.0,64.300003
130.0,4.0,275.5
131.0,1.0,27.92
131.0,2.0,124.0
131.0,3.0,64.300003
131.0,4.0,275.5
132.0,1.0,27.92
132.0,2.0,124.0
132.0,3.0,64.300003
132.0,4.0,275.5
133.0,1.0,27.92
133.0,2.0,124.0
133.0,3.0,64.300003
133.0,4.0,275.5
134.0,1.0,27.92
134.0,2.0,124.0
134.0,3.0,64.300003
134.0,4.0,275.5
135.0,1.0,27.92
135.0,2.0,124.0
135.0,3.0,64.300003
135.0,4.0,275.5
136.0,1.0,27.92
136.0,2.0,124.0
136.0,3.0,64.300003
136.0,4.0,275.5
137.0,1.0,27.92
137.0,2.0,124.0
137.0,3.0,64.300003
137.0,4.0,275.5
138.0,1.0,27.92
138.0,2.0,124.0
138.0,3.0,64.300003
138.0,4.0,275.5
139.0,1.0,27.92
139.0,2.0,124.0
139.0,3.0,64.300003
139.0,4.0,275.5
140.0,1.0,27.92
140.0,2.0,124.0
140.0,3.0,64.300003
140.0,4.0,275.5
141.0,1.0,27.92
141.0,2.0,124.0
141.0,3.0,64.300003
141.0,4.0,275.5
142.0,1.0,27.92
142.0,2.0,124.0
142.0,3.0,64.300003
142.0,4.0,275.5
143.0,1.0,27.92
143.0,2.0,124.0
143.0,3.0,64.300003
143.0,4.0,275.5
144.0,1.0,27.92
144.0,2.0,124.0
144.0,3.0,64.300003
144.0,4.0,275.5
145.0,1.0,27.92
145.0,2.0,124.0
145.0,3.0,64.300003
145.0,4.0,275.5
146.0,1.0,27.92
146.0,2.0,124.0
146.0,3.0,64.300003
146.0,4.0,275.5
147.0,1.0,27.92
147.0,2.0,124.0
147.0,3.0,64.300003
147.0,4.0,275.5
148.0,1.0,27.92
148.0,2.0,124.0
148.0,3.0,64.300003
148.0,4.0,275.5
149.0,1.0,27.92
149.0,2.0,124.0
149.0,3.0,64.300003
149.0,4.0,275.5
150.0,1.0,27.92
150.0,2.0,124.0
150.0,3.0,64.300003
150.0,4.0,275.5
151.0,1.0,27.92
151.0,2.0,124.0
151.0,3.0,64.300003
151.0,4.0,275.5
152.0,1.0,27.92
152.0,2.0,124.0
152.0,3.0,64.300003
152.0,4.0,275.5
153.0,1.0,27.92
153.0,2.0,124.0
153.0,3.0,64.300003
153.0,4.0,275.5
154.0,1.0,27.92
154.0,2.0,124.0
154.0,3.0,64.300003
154.0,4.0,275.5
155.0,1.0,27.92
155.0,2.0,124.0
