Days since 1/3/23,Company,Value
91.0,2.0,123.0
91.0,3.0,63.150002
91.0,4.0,66.220001
92.0,1.0,27.41
92.0,2.0,123.0
92.0,3.0,63.150002
92.0,4.0,66.220001
93.0,1.0,27.41
93.0,2.0,123.0
93.0,3.0,63.150002
93.0,4.0,66.220001
94.0,1.0,27.41
94.0,2.0,123.0
94.0,3.0,63.150002
94.0,4.0,66.220001
95.0,1.0,27.41
95.0,2.0,123.0
95.0,3.0,63.150002
95.0,4.0,66.220001
96.0,1.0,27.41
96.0,2.0,123.0
96.0,3.0,63.150002
96.0,4.0,66.220001
97.0,1.0,27.41
97.0,2.0,123.0
97.0,3.0,63.150002
97.0,4.0,66.220001
98.0,1.0,27.41
98.0,2.0,123.0
98.0,3.0,63.150002
98.0,4.0,66.220001
99.0,1.0,27.41
99.0,2.0,123.0
99.0,3.0,63.150002
99.0,4.0,66.220001
100.0,1.0,27.41
100.0,2.0,123.0
100.0,3.0,63.150002
100.0,4.0,66.220001
101.0,1.0,27.41
101.0,2.0,123.0
101.0,3.0,63.150002
101.0,4.0,66.220001
102.0,1.0,27.41
102.0,2.0,123.0
102.0,3.0,63.150002
102.0,4.0,66.220001
103.0,1.0,27.41
103.0,2.0,123.0
103.0,3.0,63.150002
103.0,4.0,66.220001
104.0,1.0,27.41
104.0,2.0,123.0
104.0,3.0,63.150002
104.0,4.0,66.220001
105.0,1.0,27.41
105.0,2.0,123.0
105.0,3.0,63.150002
105.0,4.0,66.220001
106.0,1.0,27.41
106.0,2.0,123.0
106.0,3.0,63.150002
106.0,4.0,66.220001
107.0,1.0,27.41
107.0,2.0,123.0
107.0,3.0,63.150002
107.0,4.0,66.220001
108.0,1.0,27.41
108.0,2.0,123.0
108.0,3.0,63.150002
108.0,4.0,66.220001
109.0,1.0,27.41
109.0,2.0,123.0
109.0,3.0,63.150002
109.0,4.0,66.220001
110.0,1.0,27.41
110.0,2.0,123.0
110.0,3.0,63.150002
110.0,4.0,66.220001
111.0,1.0,27.41
111.0,2.0,123.0
111.0,3.0,63.150002
111.0,4.0,66.220001
112.0,1.0,27.41
112.0,2.0,123.0
112.0,3.0,63.150002
112.0,4.0,66.220001
113.0,1.0,27.41
113.0,2.0,123.0
113.0,3.0,63.150002
113.0,4.0,66.220001
114.0,1.0,27.41
114.0,2.0,123.0
114.0,3.0,63.150002
